Designator,Mid X,Mid Y,Layer,Rotation
J1,136.044900,-64.412500,Bottom,0.000000
J2,157.544900,-64.412500,Bottom,0.000000
J3,157.544900,-101.412500,Bottom,0.000000
C1,162.000000,-71.500000,Top,180.000000
C2,162.000000,-94.500000,Top,180.000000
MASTER,123.375000,-82.912000,Top,-90.000000
SLAVE,123.375000,-94.500000,Top,-90.000000
SLAVE,123.375000,-71.500000,Top,-90.000000
SW1,136.500000,-96.000000,Top,0.000000
