delay_us,mean,spread,ntags,p0,p1,p2,p3,p4,p5,p6,p7
1120.0,202.94,14.0,8,207.5,199.67,197.5,196.0,201.25,203.33,208.25,210.0
1125.0,203.03,15.0,8,207.0,200.5,196.5,195.5,202.75,203.5,208.0,210.5
1130.0,202.74,13.5,8,207.5,199.5,196.5,197.0,200.0,204.4,207.0,210.0
1135.0,202.61,14.75,8,205.75,200.75,195.75,196.5,201.0,203.67,207.0,210.5
1140.0,201.85,14.17,8,203.8,199.5,195.33,197.0,200.25,204.4,205.0,209.5
1145.0,203.01,14.75,8,208.33,201.0,195.5,197.0,200.0,204.5,207.5,210.25
1150.0,202.65,15.0,8,207.75,199.67,195.5,197.22,198.67,203.67,208.25,210.5
1155.0,203.25,14.0,8,207.5,200.0,196.5,196.5,202.5,204.0,208.5,210.5
1160.0,184.38,9.33,8,187.0,181.0,182.0,183.0,180.0,185.71,189.33,187.0
1165.0,161.47,3.0,8,160.5,162.5,163.0,163.0,160.0,160.0,162.75,160.0
1170.0,159.91,0.25,8,160.0,159.75,160.0,159.75,159.75,160.0,160.0,160.0
1175.0,159.78,0.67,8,159.5,160.0,159.33,159.67,159.75,160.0,160.0,160.0
1180.0,159.65,1.0,8,159.67,159.67,159.33,159.0,159.5,160.0,160.0,160.0
1185.0,159.83,0.5,8,159.75,159.5,160.0,159.5,159.86,160.0,160.0,160.0
1190.0,159.65,0.5,8,159.5,159.5,159.5,159.5,159.5,159.67,160.0,160.0
1195.0,159.86,0.33,8,160.0,159.67,159.75,159.75,159.75,160.0,160.0,160.0
1200.0,159.56,1.0,8,160.0,159.5,159.0,159.5,159.5,159.0,160.0,160.0
1205.0,159.72,1.0,8,160.0,160.0,159.0,159.25,159.5,160.0,160.0,160.0
1210.0,159.74,0.6,8,159.5,159.5,159.4,160.0,160.0,159.5,160.0,160.0
1215.0,159.59,0.42,8,159.75,159.75,159.5,159.67,159.5,159.33,159.75,159.5
1220.0,159.66,1.0,8,160.0,159.0,160.0,159.25,159.5,159.5,160.0,160.0
1225.0,159.64,0.75,8,159.5,159.25,159.25,159.5,159.6,160.0,160.0,160.0
1230.0,159.56,1.0,8,160.0,160.0,159.5,159.5,159.67,159.33,159.5,159.0
1235.0,159.62,1.0,8,160.0,159.67,159.5,159.0,159.5,159.67,160.0,159.67
1240.0,159.62,0.5,8,159.5,159.5,159.5,159.5,159.5,160.0,159.5,160.0
1245.0,159.32,1.0,8,159.5,159.2,159.0,159.0,159.0,159.33,159.5,160.0
1250.0,159.4,1.0,8,159.0,159.4,159.33,159.0,159.25,159.5,159.75,160.0
1255.0,159.53,1.0,8,159.0,159.4,159.0,159.33,159.5,160.0,160.0,160.0
1260.0,159.57,0.75,8,159.5,159.25,159.25,159.33,159.5,159.75,160.0,160.0
1265.0,159.29,0.86,8,159.5,159.5,159.0,159.5,159.0,159.86,159.0,159.0
1270.0,159.38,0.75,8,159.75,159.25,159.25,159.0,159.0,159.5,159.5,159.75
1275.0,159.38,1.0,8,159.0,159.0,159.0,159.0,159.0,160.0,160.0,160.0
1280.0,159.38,1.0,8,159.33,159.25,159.25,159.0,159.0,160.0,159.5,159.71
1285.0,159.49,1.0,8,159.4,159.5,159.5,159.0,159.0,159.5,160.0,160.0
1290.0,159.53,1.0,8,160.0,159.33,159.0,159.0,159.5,159.75,160.0,159.67
1295.0,159.48,1.0,8,159.5,159.33,159.5,159.0,159.5,159.5,159.5,160.0
1300.0,159.3,0.75,8,159.33,159.33,159.0,159.0,159.0,159.5,159.75,159.5
1305.0,159.35,0.5,8,159.5,159.5,159.5,159.0,159.33,159.0,159.5,159.5
1310.0,159.27,0.67,8,159.5,159.0,159.0,159.33,159.0,159.14,159.67,159.5
1315.0,159.34,0.75,8,159.5,159.5,159.0,159.0,159.0,159.5,159.75,159.5
1320.0,159.31,1.0,8,159.33,159.33,159.0,159.0,159.25,159.0,160.0,159.6
1325.0,159.18,0.57,8,159.33,159.0,159.0,159.25,159.0,159.25,159.0,159.57
1330.0,159.48,1.0,8,159.5,159.33,159.0,159.0,159.5,160.0,159.5,160.0
1335.0,159.36,0.75,8,159.5,159.33,159.0,159.14,159.33,159.33,159.75,159.5
1340.0,159.36,1.0,8,159.5,159.0,159.5,159.0,159.4,159.0,159.5,160.0
1345.0,159.47,1.0,8,159.5,159.25,159.5,159.0,159.5,159.33,160.0,159.67
1350.0,159.4,1.0,8,159.5,159.0,159.5,159.0,159.5,159.67,159.0,160.0
1355.0,159.36,1.0,8,159.67,159.0,159.0,159.0,159.0,160.0,159.57,159.67
1360.0,159.32,1.0,8,160.0,159.5,159.0,159.0,159.0,159.0,159.4,159.67
1365.0,159.43,0.86,8,160.0,159.14,159.33,159.33,159.5,159.25,159.25,159.67
1370.0,159.28,0.5,8,159.5,159.0,159.4,159.0,159.33,159.25,159.25,159.5
1375.0,159.51,1.0,8,159.5,159.5,159.25,159.0,159.33,160.0,160.0,159.5
1380.0,159.28,0.75,8,159.0,159.0,159.0,159.33,159.0,159.5,159.62,159.75
1385.0,159.28,1.0,8,159.5,159.0,159.0,159.0,159.5,159.0,159.2,160.0
1390.0,159.38,0.8,8,159.33,159.25,159.25,159.0,159.25,159.67,159.5,159.8
1395.0,159.38,1.0,8,160.0,159.0,159.0,159.0,159.0,159.5,160.0,159.5
1400.0,159.52,1.0,8,160.0,159.5,159.0,159.0,159.75,159.75,159.5,159.67
1405.0,159.53,1.0,8,159.25,160.0,159.12,159.0,159.33,159.75,160.0,159.75
1410.0,159.34,1.0,8,160.0,159.0,159.2,159.0,159.0,159.0,159.5,160.0
1415.0,159.47,0.42,8,159.25,159.5,159.33,159.33,159.5,159.67,159.67,159.5
1420.0,159.41,1.0,8,159.5,159.5,159.0,159.0,159.0,160.0,159.8,159.5
1425.0,159.41,1.0,8,160.0,159.0,159.25,159.25,159.0,159.67,159.5,159.6
1430.0,159.29,1.0,8,159.33,159.0,159.0,159.0,159.0,159.5,159.5,160.0
1435.0,159.35,0.75,8,159.5,159.33,159.0,159.0,159.25,159.5,159.75,159.5
1440.0,159.62,1.0,8,160.0,159.0,159.0,159.5,159.5,160.0,160.0,160.0
1445.0,159.48,1.0,8,160.0,159.0,159.43,159.0,159.5,159.5,159.75,159.67
1450.0,159.56,1.0,8,160.0,159.5,159.0,159.0,159.5,159.5,160.0,160.0
1455.0,159.39,1.0,8,159.5,159.5,159.0,159.0,159.33,159.0,160.0,159.75
1460.0,159.41,1.0,8,160.0,159.0,159.0,159.0,159.25,160.0,159.5,159.5
1465.0,159.24,0.67,8,159.0,159.25,159.0,159.0,159.0,159.67,159.67,159.33
1470.0,159.4,1.0,8,159.5,159.0,159.0,159.0,160.0,159.33,159.67,159.67
1475.0,159.32,0.75,8,159.5,159.5,159.0,159.0,159.33,159.0,159.75,159.5
1480.0,159.19,1.0,8,159.0,159.0,159.0,159.0,159.0,159.0,160.0,159.5
