delay_us,mean,spread,ntags,p0,p1,p2,p3,p4,p5,p6,p7
1000.0,160.15,0.5,8,160.5,160.0,160.33,160.0,160.0,160.0,160.0,160.33
1005.0,160.29,0.67,8,160.25,160.25,160.67,160.0,160.29,160.0,160.33,160.5
1010.0,160.3,1.0,8,160.5,160.0,160.0,160.0,160.0,160.4,160.5,161.0
1015.0,160.32,0.67,8,160.25,160.25,160.0,160.67,160.0,160.5,160.57,160.33
1020.0,160.27,0.67,8,160.33,160.67,160.0,160.0,160.25,160.25,160.5,160.2
1025.0,160.5,1.0,8,160.67,161.0,161.0,160.0,160.0,160.0,161.0,160.33
1030.0,160.12,0.33,8,160.0,160.0,160.12,160.33,160.0,160.25,160.25,160.0
1035.0,160.19,0.5,8,160.5,160.5,160.0,160.0,160.0,160.5,160.0,160.0
1040.0,160.06,0.5,8,160.0,160.0,160.0,160.0,160.5,160.0,160.0,160.0
1045.0,160.14,0.5,8,160.0,160.0,160.0,160.0,160.0,160.33,160.25,160.5
1050.0,160.25,0.5,8,160.5,160.0,160.0,160.0,160.5,160.5,160.0,160.5
1055.0,160.09,0.44,8,160.0,160.25,160.0,160.0,160.0,160.0,160.0,160.44
1060.0,160.16,0.43,8,160.43,160.0,160.0,160.25,160.25,160.0,160.33,160.0
1065.0,160.25,1.0,8,160.0,160.0,160.5,160.0,160.0,160.5,160.0,161.0
1070.0,160.1,0.5,8,160.0,160.0,160.0,160.0,160.33,160.0,160.0,160.5
1075.0,160.21,1.0,8,160.0,160.0,160.33,160.0,160.33,160.0,160.0,161.0
1080.0,160.22,0.71,8,160.0,160.5,160.0,160.25,160.0,160.0,160.71,160.33
1085.0,160.27,0.67,8,160.67,160.25,160.25,160.25,160.33,160.33,160.0,160.11
1090.0,160.38,1.0,8,160.0,160.0,160.0,160.5,160.5,160.5,160.5,161.0
1095.0,160.17,0.5,8,160.5,160.33,160.0,160.0,160.5,160.0,160.0,160.0
1100.0,160.23,0.5,8,160.5,160.33,160.0,160.0,160.0,160.0,160.5,160.5
1105.0,160.12,0.5,8,160.0,160.0,160.0,160.0,160.25,160.5,160.25,160.0
1110.0,160.12,0.5,8,160.5,160.0,160.0,160.0,160.0,160.0,160.0,160.5
1115.0,160.1,0.33,8,160.0,160.0,160.0,160.0,160.33,160.0,160.25,160.25
1120.0,160.12,0.5,8,160.5,160.0,160.0,160.0,160.0,160.0,160.0,160.5
1125.0,160.14,0.5,8,160.5,160.0,160.0,160.0,160.0,160.0,160.33,160.25
1130.0,160.03,0.2,8,160.0,160.0,160.0,160.0,160.0,160.0,160.2,160.0
1135.0,160.14,0.5,8,160.33,160.0,160.25,160.0,160.0,160.0,160.5,160.0
1140.0,160.15,0.5,8,160.33,160.0,160.0,160.0,160.0,160.0,160.5,160.33
1145.0,160.03,0.25,8,160.0,160.0,160.0,160.0,160.0,160.0,160.25,160.0
1150.0,160.06,0.5,8,160.0,160.0,160.0,160.0,160.0,160.0,160.5,160.0
1155.0,160.25,0.75,8,160.33,160.0,160.0,160.14,160.0,160.5,160.25,160.75
1160.0,160.22,0.5,8,160.0,160.5,160.0,160.0,160.25,160.5,160.5,160.0
1165.0,160.3,1.0,8,160.5,160.0,160.0,160.0,160.0,160.6,160.33,161.0
1170.0,160.62,1.0,8,161.0,160.5,160.5,160.0,160.5,160.5,161.0,161.0
1175.0,160.77,0.75,8,161.0,160.67,160.67,160.25,160.75,161.0,161.0,160.8
1180.0,160.75,0.5,8,161.0,161.0,160.5,160.5,160.5,160.5,161.0,161.0
1185.0,160.86,0.5,8,161.0,161.0,160.5,161.0,160.75,161.0,161.0,160.67
1190.0,160.96,0.33,8,161.0,161.0,161.0,160.67,161.0,161.0,161.0,161.0
1195.0,160.94,0.25,8,161.0,160.75,161.0,161.0,161.0,161.0,161.0,160.75
1200.0,161.0,0.0,8,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0
1205.0,161.0,0.0,8,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0
1210.0,160.9,0.5,8,161.0,160.67,160.5,161.0,161.0,161.0,161.0,161.0
1215.0,160.88,0.5,8,161.0,160.5,161.0,160.5,161.0,161.0,161.0,161.0
1220.0,160.81,0.5,8,161.0,160.71,161.0,160.75,160.5,160.75,160.75,161.0
1225.0,160.78,0.8,8,161.0,161.0,160.2,161.0,160.5,161.0,160.5,161.0
1230.0,160.97,0.25,8,161.0,161.0,161.0,161.0,161.0,160.75,161.0,161.0
1235.0,161.0,0.0,8,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0
1240.0,160.87,0.5,8,161.0,161.0,160.67,160.5,160.8,161.0,161.0,161.0
1245.0,160.94,0.5,8,161.0,160.5,161.0,161.0,161.0,161.0,161.0,161.0
1250.0,160.88,0.5,8,161.0,161.0,160.5,160.67,161.0,161.0,160.86,161.0
1255.0,160.83,0.75,8,161.0,161.0,160.75,160.25,160.67,161.0,161.0,161.0
1260.0,160.83,0.5,8,160.5,161.0,161.0,161.0,160.5,161.0,161.0,160.67
1265.0,161.0,0.0,8,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0
1270.0,160.88,1.0,8,161.0,161.0,161.0,161.0,160.0,161.0,161.0,161.0
1275.0,160.96,0.29,8,161.0,161.0,161.0,160.71,161.0,161.0,161.0,161.0
1280.0,160.94,0.5,8,161.0,161.0,160.5,161.0,161.0,161.0,161.0,161.0
1285.0,160.75,0.67,8,161.0,160.5,160.67,160.33,160.5,161.0,161.0,161.0
1290.0,160.88,0.5,8,161.0,161.0,161.0,160.5,161.0,160.5,161.0,161.0
1295.0,160.83,0.33,8,161.0,160.75,160.75,160.75,160.67,161.0,161.0,160.75
1300.0,160.93,0.33,8,161.0,161.0,160.67,161.0,161.0,160.75,161.0,161.0
1305.0,160.91,0.5,8,161.0,161.0,160.5,161.0,161.0,161.0,161.0,160.8
1310.0,160.78,0.67,8,160.33,161.0,161.0,160.67,160.75,160.5,161.0,161.0
1315.0,160.9,0.5,8,161.0,161.0,160.5,161.0,160.67,161.0,161.0,161.0
1320.0,160.88,0.5,8,161.0,161.0,161.0,160.5,160.5,161.0,161.0,161.0
1325.0,160.74,0.5,8,160.75,160.75,160.67,160.5,160.6,161.0,160.67,161.0
1330.0,160.94,0.5,8,161.0,160.5,161.0,161.0,161.0,161.0,161.0,161.0
1335.0,160.68,0.5,8,160.67,160.75,160.5,160.5,160.5,161.0,160.5,161.0
1340.0,160.84,0.5,8,161.0,160.5,161.0,161.0,160.5,160.75,161.0,161.0
1345.0,160.84,0.5,8,161.0,161.0,160.5,160.75,161.0,160.5,161.0,161.0
1350.0,160.82,0.5,8,161.0,160.6,161.0,160.5,161.0,160.5,161.0,161.0
1355.0,160.87,0.67,8,161.0,161.0,160.88,160.33,160.75,161.0,161.0,161.0
1360.0,160.94,0.5,8,161.0,161.0,161.0,161.0,161.0,161.0,160.5,161.0
1365.0,161.0,0.0,8,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0
1370.0,160.92,0.33,8,161.0,161.0,161.0,160.67,160.67,161.0,161.0,161.0
1375.0,161.02,0.12,8,161.0,161.0,161.0,161.0,161.0,161.0,161.12,161.0
1380.0,160.97,0.25,8,161.0,161.0,161.0,161.0,160.75,161.0,161.0,161.0
1385.0,161.0,0.0,8,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0
1390.0,161.06,0.5,8,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.5
1395.0,161.19,0.75,8,161.5,161.0,161.0,161.0,161.0,161.25,161.0,161.75
1400.0,161.25,0.5,8,161.5,161.0,161.0,161.0,161.5,161.0,161.5,161.5
1405.0,161.46,0.61,8,161.25,161.25,161.33,161.33,161.5,161.86,161.67,161.5
1410.0,161.7,0.75,8,162.0,161.75,161.75,161.5,161.25,162.0,161.71,161.67
1415.0,161.81,0.5,8,162.0,162.0,161.5,161.5,162.0,161.5,162.0,162.0
1420.0,162.0,0.0,8,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0
1425.0,162.0,0.0,8,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0
1430.0,161.98,0.17,8,162.0,162.0,161.83,162.0,162.0,162.0,162.0,162.0
1435.0,162.96,0.33,8,163.0,163.0,163.0,163.0,162.67,163.0,163.0,163.0
1440.0,163.77,0.5,8,164.0,163.75,163.5,163.75,163.67,164.0,163.86,163.67
1445.0,163.2,0.5,8,163.0,163.0,163.33,163.5,163.0,163.5,163.0,163.25
1450.0,173.42,7.5,8,171.33,177.0,177.0,174.5,176.0,170.0,169.5,172.0
1455.0,181.47,13.33,8,180.25,187.0,187.33,186.67,184.0,176.25,174.0,176.25
