Comment,Designator,Footprint,MPN
JST SM07B-SRSS-TB,"J3,J9,J10",JST_SH_SM07B-SRSS-TB_1x07-1MP_P1.00mm_Horizontal,SM07B-SRSS-TB(LF)(SN)
